queue_rank,thread_root_id,curation_status,review_track,suggested_track,suggested_track_basis,case_type,review_decision,short_title,english_public_note_draft,english_why_it_matters_draft,curator_comments,manual_reviewer,manual_review_date,subject,year,primary_topic,list_function,message_count,author_count,reply_count,case_score,page_path,first_url,evidence
188,008430,candidate,,,,general discussion,,Clarification to D. Thillaud,,,,,,Clarification to D. Thillaud,1997,General scholarly discussion,general discussion,17,10,16,109,threads/188-008430-clarification-to-d-thillaud.html,https://list.indology.info/pipermail/indology/1997-June/008430.html,long thread; multi-author; resolved replies; request/help language; thanks/correction language
189,054536,candidate,,,,general discussion,,News,,,,,,News,2021,General scholarly discussion,general discussion,18,16,17,108,threads/189-054536-news.html,https://list.indology.info/pipermail/indology/2021-April/054536.html,long thread; multi-author; resolved replies
190,061365,candidate,,,,general discussion,,Congratulations to Andrew Ollett on receiving an Infosys Prize for 2025,,,,,,Congratulations to Andrew Ollett on receiving an Infosys Prize for 2025,2025,General scholarly discussion,general discussion,17,17,16,108,threads/190-061365-congratulations-to-andrew-ollett-on-receiving-an-infosys-prize-for-2025.html,https://list.indology.info/pipermail/indology/2025-November/061365.html,long thread; multi-author; resolved replies
191,011158,candidate,,,,general discussion,,Scientific Credentials (was Re: Tamil words in English),,,,,,Scientific Credentials (was Re: Tamil words in English),1998,General scholarly discussion,general discussion,18,12,16,108,threads/191-011158-scientific-credentials-was-re-tamil-words-in-english.html,https://list.indology.info/pipermail/indology/1998-March/011167.html,long thread; multi-author; resolved replies; debate language
192,015262,candidate,,,,general discussion,,Pongal/Sankranti,,,,,,Pongal/Sankranti,1999,General scholarly discussion,general discussion,26,8,25,108,threads/192-015262-pongal-sankranti.html,https://list.indology.info/pipermail/indology/1999-January/015262.html,long thread; multi-author; resolved replies
193,011069,candidate,,philological_substance,function=general discussion,identification/help request,,Query on the term *mistri*,,,,,,Query on the term *mistri*,1998,General scholarly discussion,general discussion,20,12,18,108,threads/193-011069-query-on-the-term-mistri.html,https://list.indology.info/pipermail/indology/1998-February/011084.html,long thread; multi-author; resolved replies; request/help language
194,025270,candidate,,,,general discussion,,INDOLOGY Digest - 7 Feb 2001 to 8 Feb 2001 (#2001-40),,,,,,INDOLOGY Digest - 7 Feb 2001 to 8 Feb 2001 (#2001-40),2001,General scholarly discussion,general discussion,23,8,22,107,threads/194-025270-indology-digest-7-feb-2001-to-8-feb-2001-2001-40.html,https://list.indology.info/pipermail/indology/2001-February/025270.html,long thread; multi-author; resolved replies
195,056523,candidate,,,,general discussion,,Sunya,,,,,,Sunya,2022,General scholarly discussion,general discussion,21,14,20,107,threads/195-056523-sunya.html,https://list.indology.info/pipermail/indology/2022-July/056523.html,long thread; multi-author; resolved replies
196,047201,candidate,,,,general discussion,,"""Caste passing""",,,,,,"""Caste passing""",2018,General scholarly discussion,general discussion,26,9,25,107,threads/196-047201-caste-passing.html,https://list.indology.info/pipermail/indology/2018-January/047201.html,long thread; multi-author; resolved replies
197,060939,candidate,,,,general discussion,,Claude,,,,,,Claude,2025,General scholarly discussion,general discussion,26,9,25,107,threads/197-060939-claude.html,https://list.indology.info/pipermail/indology/2025-August/060939.html,long thread; multi-author; resolved replies
198,045165,candidate,,,,general discussion,,Skt vocabulary from the title pages and prefaces of Sanskrit editions,,,,,,Skt vocabulary from the title pages and prefaces of Sanskrit editions,2017,General scholarly discussion,general discussion,27,8,26,107,threads/198-045165-skt-vocabulary-from-the-title-pages-and-prefaces-of-sanskrit-editions.html,https://list.indology.info/pipermail/indology/2017-January/045165.html,long thread; multi-author; resolved replies
199,048919,candidate,,,,general discussion,,Continuing my Krishna verses,,,,,,Continuing my Krishna verses,2018,General scholarly discussion,general discussion,32,3,31,107,threads/199-048919-continuing-my-krishna-verses.html,https://list.indology.info/pipermail/indology/2018-December/048919.html,long thread; resolved replies
200,044586,candidate,,philological_substance,topic=Veda and ritual,general discussion,,'Vedic' astrology (was: bhakti),,,,,,'Vedic' astrology (was: bhakti),2016,Veda and ritual,general discussion,26,9,25,107,threads/200-044586-vedic-astrology-was-bhakti.html,https://list.indology.info/pipermail/indology/2016-November/044586.html,long thread; multi-author; resolved replies
201,057504,candidate,,,,general discussion,,Academia.edu creepy things,,,,,,Academia.edu creepy things,2023,General scholarly discussion,general discussion,21,14,20,107,threads/201-057504-academia-edu-creepy-things.html,https://list.indology.info/pipermail/indology/2023-April/057504.html,long thread; multi-author; resolved replies
202,051033,candidate,,,,general discussion,,Date of Candranandana,,,,,,Date of Candranandana,2019,General scholarly discussion,general discussion,29,6,28,107,threads/202-051033-date-of-candranandana.html,https://list.indology.info/pipermail/indology/2019-October/051033.html,long thread; multi-author; resolved replies
203,059907,candidate,,philological_substance,function=identification/help request,identification/help request,,Question about Nepalese manuscripts,,,,,,Question about Nepalese manuscripts,2024,General scholarly discussion,identification/help request,21,10,20,107,threads/203-059907-question-about-nepalese-manuscripts.html,https://list.indology.info/pipermail/indology/2024-December/059907.html,long thread; multi-author; resolved replies; request/help language
204,014964,candidate,,philological_substance,keyword match,general discussion,,Postmodernistic Study of Sanskrit texts?,,,,,,Postmodernistic Study of Sanskrit texts?,1999,General scholarly discussion,general discussion,21,11,20,106,threads/204-014964-postmodernistic-study-of-sanskrit-texts.html,https://list.indology.info/pipermail/indology/1999-January/014964.html,long thread; multi-author; resolved replies
205,010917,candidate,,,,general discussion,,The Cat,,,,,,The Cat,1998,General scholarly discussion,general discussion,22,12,20,106,threads/205-010917-the-cat.html,https://list.indology.info/pipermail/indology/1998-February/010918.html,long thread; multi-author; resolved replies
206,016435,candidate,,,,general discussion,,uraga and AlavAy,,,,,,uraga and AlavAy,1999,General scholarly discussion,general discussion,17,6,16,105,threads/206-016435-uraga-and-alavay.html,https://list.indology.info/pipermail/indology/1999-April/016435.html,long thread; multi-author; resolved replies; request/help language; thanks/correction language
207,009052,candidate,,philological_substance,function=general discussion,identification/help request,,question,,,,,,question,1997,General scholarly discussion,general discussion,18,11,17,105,threads/207-009052-question.html,https://list.indology.info/pipermail/indology/1997-September/009052.html,long thread; multi-author; resolved replies; request/help language
208,008496,candidate,,,,general discussion,,oral transmission: motivation and memorization,,,,,,oral transmission: motivation and memorization,1997,General scholarly discussion,general discussion,21,8,20,105,threads/208-008496-oral-transmission-motivation-and-memorization.html,https://list.indology.info/pipermail/indology/1997-June/008496.html,long thread; multi-author; resolved replies; request/help language
209,033813,candidate,,,,general discussion,,"Well, mzybe not so cool",,,,,,"Well, mzybe not so cool",2010,General scholarly discussion,general discussion,26,7,25,105,threads/209-033813-well-mzybe-not-so-cool.html,https://list.indology.info/pipermail/indology/2010-January/033813.html,long thread; multi-author; resolved replies
210,041526,candidate,,,,general discussion,,Malhotra and plagiarism,,,,,,Malhotra and plagiarism,2015,General scholarly discussion,general discussion,20,14,19,104,threads/210-041526-malhotra-and-plagiarism.html,https://list.indology.info/pipermail/indology/2015-July/041526.html,long thread; multi-author; resolved replies
211,061452,candidate,,,,general discussion,,Publication announcement,,,,,,Publication announcement,2025,General scholarly discussion,general discussion,20,14,19,104,threads/211-061452-publication-announcement.html,https://list.indology.info/pipermail/indology/2025-December/061452.html,long thread; multi-author; resolved replies
212,056937,candidate,,,,general discussion,,iti in Sanskrit,,,,,,iti in Sanskrit,2022,General scholarly discussion,general discussion,20,14,19,104,threads/212-056937-iti-in-sanskrit.html,https://list.indology.info/pipermail/indology/2022-November/056937.html,long thread; multi-author; resolved replies
213,005742,candidate,,,,general discussion,,Q: Sanskrit Alphabetical Order,,,,,,Q: Sanskrit Alphabetical Order,1996,General scholarly discussion,general discussion,19,15,18,104,threads/213-005742-q-sanskrit-alphabetical-order.html,https://list.indology.info/pipermail/indology/1996-September/005742.html,long thread; multi-author; resolved replies
214,031606,candidate,,,,general discussion,,Kamalakarabhatta's Sudrakamalakara,,,,,,Kamalakarabhatta's Sudrakamalakara,2008,General scholarly discussion,general discussion,19,15,18,104,threads/214-031606-kamalakarabhatta-s-sudrakamalakara.html,https://list.indology.info/pipermail/indology/2008-April/031606.html,long thread; multi-author; resolved replies
215,021892,candidate,,,,announcement,,POSITION ANNOUNCEMENT,,,,,,POSITION ANNOUNCEMENT,2000,General scholarly discussion,general discussion,18,11,17,103,threads/215-021892-position-announcement.html,https://list.indology.info/pipermail/indology/2000-July/021892.html,long thread; multi-author; resolved replies; debate language
216,017179,candidate,,,,general discussion,,viSNukuNDins,,,,,,viSNukuNDins,1999,General scholarly discussion,general discussion,21,10,20,103,threads/216-017179-visnukundins.html,https://list.indology.info/pipermail/indology/1999-May/017179.html,long thread; multi-author; resolved replies
217,053081,candidate,,infrastructure_history,keyword match,bibliographic rescue,,PDF request,,,,,,PDF request,2020,Bibliographic requests,bibliographic request,17,11,16,102,threads/217-053081-pdf-request.html,https://list.indology.info/pipermail/indology/2020-August/053081.html,long thread; multi-author; resolved replies; request/help language
218,018389,candidate,,,,general discussion,,'civilizational' ardour,,,,,,'civilizational' ardour,1999,General scholarly discussion,general discussion,21,7,19,102,threads/218-018389-civilizational-ardour.html,https://list.indology.info/pipermail/indology/1999-September/018390.html,long thread; multi-author; resolved replies; debate language
219,009163,candidate,,,,general discussion,,Tobacco (rolled in cryptography),,,,,,Tobacco (rolled in cryptography),1997,General scholarly discussion,general discussion,20,12,19,102,threads/219-009163-tobacco-rolled-in-cryptography.html,https://list.indology.info/pipermail/indology/1997-September/009163.html,long thread; multi-author; resolved replies
220,043115,candidate,,,,general discussion,,"Eating flesh of a jogi, a magician, a healer",,,,,,"Eating flesh of a jogi, a magician, a healer",2016,General scholarly discussion,general discussion,23,10,22,101,threads/220-043115-eating-flesh-of-a-jogi-a-magician-a-healer.html,https://list.indology.info/pipermail/indology/2016-April/043115.html,long thread; multi-author; resolved replies
221,050584,candidate,,,,general discussion,,Continuing my Krishna verses,,,,,,Continuing my Krishna verses,2019,General scholarly discussion,general discussion,32,1,31,101,threads/221-050584-continuing-my-krishna-verses.html,https://list.indology.info/pipermail/indology/2019-August/050584.html,long thread; resolved replies
222,043666,candidate,,infrastructure_history,topic=Digital resources and tools,digital resource/tool,,Unicode Devanagari on Mac,,,,,,Unicode Devanagari on Mac,2016,Digital resources and tools,digital resource/tool,22,11,21,101,threads/222-043666-unicode-devanagari-on-mac.html,https://list.indology.info/pipermail/indology/2016-July/043666.html,long thread; multi-author; resolved replies
223,049255,candidate,,infrastructure_history,keyword match,general discussion,,Correction and updates of Nirnay Sagar Fonts,,,,,,Correction and updates of Nirnay Sagar Fonts,2019,General scholarly discussion,general discussion,23,6,23,101,threads/223-049255-correction-and-updates-of-nirnay-sagar-fonts.html,https://list.indology.info/pipermail/indology/2019-February/049255.html,long thread; multi-author; resolved replies; thanks/correction language
224,016633,candidate,,,,general discussion,,Axial Age,,,,,,Axial Age,1999,General scholarly discussion,general discussion,20,11,18,101,threads/224-016633-axial-age.html,https://list.indology.info/pipermail/indology/1999-April/016724.html,long thread; multi-author; resolved replies
225,022850,candidate,,,,announcement,,South Asia conference workshop -- Navigating between the oases of the Internet: SARAI and beyond,,,,,,South Asia conference workshop -- Navigating between the oases of the Internet: SARAI and beyond,2000,General scholarly discussion,general discussion,16,8,14,100,threads/225-022850-south-asia-conference-workshop-navigating-between-the-oases-of-the-intern.html,https://list.indology.info/pipermail/indology/2000-September/022851.html,long thread; multi-author; resolved replies; request/help language
226,016480,candidate,,,,general discussion,,Announcement: Nakamura index,,,,,,Announcement: Nakamura index,1999,General scholarly discussion,general discussion,17,7,16,100,threads/226-016480-announcement-nakamura-index.html,https://list.indology.info/pipermail/indology/1999-April/016480.html,long thread; multi-author; resolved replies; request/help language; debate language
227,024493,candidate,,,,general discussion,,rAjalIlAsana in Cambodia?,,,,,,rAjalIlAsana in Cambodia?,2000,General scholarly discussion,general discussion,20,6,19,100,threads/227-024493-rajalilasana-in-cambodia.html,https://list.indology.info/pipermail/indology/2000-December/024493.html,long thread; multi-author; resolved replies; request/help language
228,008389,candidate,,,,general discussion,,Brahman divisions,,,,,,Brahman divisions,1997,General scholarly discussion,general discussion,20,12,18,100,threads/228-008389-brahman-divisions.html,https://list.indology.info/pipermail/indology/1997-June/008396.html,long thread; multi-author; resolved replies
229,008368,candidate,,,,general discussion,,epics comparison,,,,,,epics comparison,1997,General scholarly discussion,general discussion,17,11,16,100,threads/229-008368-epics-comparison.html,https://list.indology.info/pipermail/indology/1997-June/008368.html,long thread; multi-author; resolved replies; thanks/correction language
230,031664,candidate,,,,general discussion,,Mahabhasya now available in Intratext version,,,,,,Mahabhasya now available in Intratext version,2008,General scholarly discussion,general discussion,16,10,15,100,threads/230-031664-mahabhasya-now-available-in-intratext-version.html,https://list.indology.info/pipermail/indology/2008-May/031664.html,long thread; multi-author; resolved replies; request/help language
231,001939,candidate,,infrastructure_history,keyword match,general discussion,,"voting ""YES"" for a moderated list",,,,,,"voting ""YES"" for a moderated list",1995,General scholarly discussion,general discussion,15,14,13,99,threads/231-001939-voting-yes-for-a-moderated-list.html,https://list.indology.info/pipermail/indology/1995-February/001944.html,long thread; multi-author; resolved replies; request/help language
232,037857,candidate,,philological_substance,topic=Grammar and linguistics,philological debate,,Sanskrit syntax,,,,,,Sanskrit syntax,2013,Grammar and linguistics,philological discussion,15,12,14,99,threads/232-037857-sanskrit-syntax.html,https://list.indology.info/pipermail/indology/2013-May/037857.html,long thread; multi-author; resolved replies; request/help language
233,015339,candidate,,,,general discussion,,Kumarila Bhatta's criticism of false etymologies,,,,,,Kumarila Bhatta's criticism of false etymologies,1999,General scholarly discussion,general discussion,17,8,15,99,threads/233-015339-kumarila-bhatta-s-criticism-of-false-etymologies.html,https://list.indology.info/pipermail/indology/1999-January/015346.html,long thread; multi-author; resolved replies; request/help language
234,028160,candidate,,,,general discussion,,graaha/nakra/makara,,,,,,graaha/nakra/makara,2004,General scholarly discussion,general discussion,23,10,21,99,threads/234-028160-graaha-nakra-makara.html,https://list.indology.info/pipermail/indology/2004-February/028163.html,long thread; multi-author; resolved replies
235,032223,candidate,,,,general discussion,,two queries,,,,,,two queries,2008,General scholarly discussion,general discussion,18,15,16,99,threads/235-032223-two-queries.html,https://list.indology.info/pipermail/indology/2008-November/032225.html,long thread; multi-author; resolved replies
236,038715,candidate,,,,general discussion,,Publication Announcement,,,,,,Publication Announcement,2013,General scholarly discussion,general discussion,21,10,20,99,threads/236-038715-publication-announcement.html,https://list.indology.info/pipermail/indology/2013-December/038715.html,long thread; multi-author; resolved replies
237,013170,candidate,,,,general discussion,,double accusative (was Re: passive of causatives),,,,,,double accusative (was Re: passive of causatives),1998,General scholarly discussion,general discussion,16,11,15,99,threads/237-013170-double-accusative-was-re-passive-of-causatives.html,https://list.indology.info/pipermail/indology/1998-July/013170.html,long thread; multi-author; resolved replies; request/help language
238,007722,candidate,,,,general discussion,,`Conversational Sanskrit' vs `Real Sanskrit',,,,,,`Conversational Sanskrit' vs `Real Sanskrit',1997,General scholarly discussion,general discussion,17,8,15,99,threads/238-007722-conversational-sanskrit-vs-real-sanskrit.html,https://list.indology.info/pipermail/indology/1997-April/007724.html,long thread; multi-author; resolved replies; request/help language
239,050025,candidate,,,,general discussion,,Continuing my Krishna verses,,,,,,Continuing my Krishna verses,2019,General scholarly discussion,general discussion,30,1,29,99,threads/239-050025-continuing-my-krishna-verses.html,https://list.indology.info/pipermail/indology/2019-May/050025.html,long thread; resolved replies
240,021690,candidate,,,,general discussion,,Etymology of the words 'vedi' in ritual context,,,,,,Etymology of the words 'vedi' in ritual context,2000,General scholarly discussion,general discussion,19,11,17,98,threads/240-021690-etymology-of-the-words-vedi-in-ritual-context.html,https://list.indology.info/pipermail/indology/2000-June/021735.html,long thread; multi-author; resolved replies
241,046589,candidate,,philological_substance,topic=Manuscripts and epigraphy,philological debate,,Once again on the origin of zero: the date of the Bakhshali manuscript (or manuscripts?),,,,,,Once again on the origin of zero: the date of the Bakhshali manuscript (or manuscripts?),2017,Manuscripts and epigraphy,philological discussion,21,11,20,98,threads/241-046589-once-again-on-the-origin-of-zero-the-date-of-the-bakhshali-manuscript-or-.html,https://list.indology.info/pipermail/indology/2017-September/046589.html,long thread; multi-author; resolved replies
242,024714,candidate,,,,general discussion,,"Origins of the ""double-truth""",,,,,,"Origins of the ""double-truth""",2000,General scholarly discussion,general discussion,20,12,19,98,threads/242-024714-origins-of-the-double-truth.html,https://list.indology.info/pipermail/indology/2000-December/024714.html,long thread; multi-author; resolved replies
243,014720,candidate,,,,general discussion,,Indian children born abroad -- some (more) clarifications,,,,,,Indian children born abroad -- some (more) clarifications,1998,General scholarly discussion,general discussion,20,8,19,98,threads/243-014720-indian-children-born-abroad-some-more-clarifications.html,https://list.indology.info/pipermail/indology/1998-December/014720.html,long thread; multi-author; resolved replies; request/help language
244,056043,candidate,,,,general discussion,,NGMCP images and copyright law,,,,,,NGMCP images and copyright law,2022,General scholarly discussion,general discussion,21,11,20,98,threads/244-056043-ngmcp-images-and-copyright-law.html,https://list.indology.info/pipermail/indology/2022-April/056043.html,long thread; multi-author; resolved replies
245,034326,candidate,,,,general discussion,,critiques of sacrifice,,,,,,critiques of sacrifice,2010,General scholarly discussion,general discussion,14,12,12,98,threads/245-034326-critiques-of-sacrifice.html,https://list.indology.info/pipermail/indology/2010-April/034328.html,long thread; multi-author; resolved replies; request/help language
246,038903,candidate,,,,general discussion,,Nārāyaṇagarta and Kayyaṭa Kashmiri pandits,,,,,,Nārāyaṇagarta and Kayyaṭa Kashmiri pandits,2014,General scholarly discussion,general discussion,23,9,22,98,threads/246-038903-n-r-ya-agarta-and-kayya-a-kashmiri-pandits.html,https://list.indology.info/pipermail/indology/2014-February/038903.html,long thread; multi-author; resolved replies
247,050446,candidate,,,,general discussion,,Continuing my Krishna verses,,,,,,Continuing my Krishna verses,2019,General scholarly discussion,general discussion,31,1,30,98,threads/247-050446-continuing-my-krishna-verses.html,https://list.indology.info/pipermail/indology/2019-July/050446.html,long thread; resolved replies
248,054749,candidate,,philological_substance,function=identification/help request,identification/help request,,Help with a simile,,,,,,Help with a simile,2021,General scholarly discussion,identification/help request,16,12,15,98,threads/248-054749-help-with-a-simile.html,https://list.indology.info/pipermail/indology/2021-May/054749.html,long thread; multi-author; resolved replies; request/help language
249,022744,candidate,,philological_substance,topic=Texts and philology,general discussion,,Ancient Indians and the science of flying,,,,,,Ancient Indians and the science of flying,2000,Texts and philology,general discussion,17,7,16,98,threads/249-022744-ancient-indians-and-the-science-of-flying.html,https://list.indology.info/pipermail/indology/2000-September/022744.html,long thread; multi-author; resolved replies; request/help language
250,019368,candidate,,philological_substance,function=general discussion,identification/help request,,Jnanasambandar: Nanda Chandran's question,,,,,,Jnanasambandar: Nanda Chandran's question,1999,General scholarly discussion,general discussion,19,9,18,98,threads/250-019368-jnanasambandar-nanda-chandran-s-question.html,https://list.indology.info/pipermail/indology/1999-December/019368.html,long thread; multi-author; resolved replies; request/help language
