network_type,source_author,target_author,topic,thread_count,evidence
co_participation,Dominik Wujastyk,Michael Witzel,Grammar and linguistics,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Michael Witzel,History and culture,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Michael Witzel,Manuscripts and epigraphy,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Michael Witzel,Texts and philology,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Michael Witzel,Veda and ritual,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Announcements and events,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Bibliographic requests,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Buddhism and Jainism,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,General scholarly discussion,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Grammar and linguistics,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,History and culture,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Manuscripts and epigraphy,37,authors appear in the same public archive threads
co_participation,Christophe Vielle,Madhav Deshpande,Texts and philology,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Announcements and events,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Bibliographic requests,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Digital resources and tools,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",General scholarly discussion,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Grammar and linguistics,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",History and culture,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Manuscripts and epigraphy,37,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,"Lubin, Tim",Texts and philology,37,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Michael Witzel,Announcements and events,36,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Michael Witzel,General scholarly discussion,36,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Michael Witzel,Grammar and linguistics,36,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Michael Witzel,Veda and ritual,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,Bibliographic requests,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,Digital resources and tools,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,General scholarly discussion,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,Grammar and linguistics,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,History and culture,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,Manuscripts and epigraphy,36,authors appear in the same public archive threads
co_participation,Harry Spier,Matthew Kapstein,Texts and philology,36,authors appear in the same public archive threads
co_participation,Artur Karp,Matthew Kapstein,Digital resources and tools,36,authors appear in the same public archive threads
co_participation,Artur Karp,Matthew Kapstein,General scholarly discussion,36,authors appear in the same public archive threads
co_participation,Artur Karp,Matthew Kapstein,History and culture,36,authors appear in the same public archive threads
co_participation,Artur Karp,Matthew Kapstein,Manuscripts and epigraphy,36,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Bibliographic requests,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Buddhism and Jainism,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Digital resources and tools,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,General scholarly discussion,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Grammar and linguistics,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Manuscripts and epigraphy,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Texts and philology,35,authors appear in the same public archive threads
co_participation,David and Nancy Reigle,Madhav Deshpande,Veda and ritual,35,authors appear in the same public archive threads
co_participation,Jonathan Silk,Madhav Deshpande,Digital resources and tools,35,authors appear in the same public archive threads
co_participation,Jonathan Silk,Madhav Deshpande,General scholarly discussion,35,authors appear in the same public archive threads
co_participation,Jonathan Silk,Madhav Deshpande,Grammar and linguistics,35,authors appear in the same public archive threads
co_participation,Jonathan Silk,Madhav Deshpande,Manuscripts and epigraphy,35,authors appear in the same public archive threads
co_participation,Jonathan Silk,Madhav Deshpande,Texts and philology,35,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Swaminathan Madhuresan,Announcements and events,35,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Swaminathan Madhuresan,General scholarly discussion,35,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Swaminathan Madhuresan,History and culture,35,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Swaminathan Madhuresan,Texts and philology,35,authors appear in the same public archive threads
co_participation,Lars Martin Fosse,Swaminathan Madhuresan,Veda and ritual,35,authors appear in the same public archive threads
co_participation,Dan Lusthaus,Matthew Kapstein,General scholarly discussion,33,authors appear in the same public archive threads
co_participation,Dan Lusthaus,Matthew Kapstein,Grammar and linguistics,33,authors appear in the same public archive threads
co_participation,Dan Lusthaus,Matthew Kapstein,History and culture,33,authors appear in the same public archive threads
co_participation,Dan Lusthaus,Matthew Kapstein,Manuscripts and epigraphy,33,authors appear in the same public archive threads
co_participation,Dan Lusthaus,Matthew Kapstein,Texts and philology,33,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Martin Gansten,Digital resources and tools,33,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Martin Gansten,General scholarly discussion,33,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Martin Gansten,History and culture,33,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Martin Gansten,Manuscripts and epigraphy,33,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Martin Gansten,Texts and philology,33,authors appear in the same public archive threads
co_participation,N. Ganesan,S Krishna,Digital resources and tools,32,authors appear in the same public archive threads
co_participation,N. Ganesan,S Krishna,General scholarly discussion,32,authors appear in the same public archive threads
co_participation,N. Ganesan,S Krishna,History and culture,32,authors appear in the same public archive threads
co_participation,N. Ganesan,S Krishna,Veda and ritual,32,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Matthew Kapstein,Announcements and events,32,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Matthew Kapstein,Bibliographic requests,32,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Matthew Kapstein,Digital resources and tools,32,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Matthew Kapstein,General scholarly discussion,32,authors appear in the same public archive threads
co_participation,Jan E.M. Houben,Matthew Kapstein,Grammar and linguistics,32,authors appear in the same public archive threads
