thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
019924,2000-January,2000,1,Skt vocabulary for: Hail,6,4,General scholarly discussion,Georg von Simson | Ruth Laila Schmidt | Stephen Hodge | Swaminathan Madhuresan
019935,2000-January,2000,1,Looking for studies on the Rbhu-s,7,4,General scholarly discussion,Paul Kekai Manansala | S.Kalyanaraman | Swaminathan Madhuresan | Venkatraman Iyer
019936,2000-January,2000,1,u.s.tra-dhuumaka (was: Skt vocabulary for: Hail),3,3,General scholarly discussion,Georg von Simson | George Thompson | Roberto Donatoni
019939,2000-January,2000,1,Looking for studies on the Rbhu-s,2,2,Bibliographic requests,"Peter Wyzlic | Thomas C, Burke"
019949,2000-January,2000,1,Vedic accent in taittiriya samhita,1,1,Veda and ritual,Nikhil Rao
019951,2000-January,2000,1,IE linguistic gender and the number 0,2,2,Grammar and linguistics,Adela or Alain Sandness Leblanc | Vidyasankar Sundaresan
019952,2000-January,2000,1,CARB fonts released,1,1,General scholarly discussion,John Smith
019953,2000-January,2000,1,roommate for AOS?,1,1,General scholarly discussion,Allen W Thrasher
019954,2000-January,2000,1,Pandanus '98: publication announcement,1,1,General scholarly discussion,Jan Dvorak
019957,2000-January,2000,1,Vedic accent...,1,1,Veda and ritual,Michael Witzel
019961,2000-January,2000,1,Devanagari for TeX v2.0,10,5,General scholarly discussion,Paul Kekai Manansala | Swaminathan Madhuresan | Venkatraman Iyer | Yaroslav Vassilkov | Yashwant Malaiya
019962,2000-January,2000,1,Death of Prof. J. W. de Jong (1921-2000),20,16,General scholarly discussion,Axel Michaels | Brian Akers | Claude Setzer | Dominik Wujastyk | Edwin Bryant | Greg Jay | Haridas C | Helen Oles Giunta | Jonathan Silk | Lars Martin Fosse | Madhav Deshpande | Martin Gansten | Ravi Chawla | Swaminathan Madhuresan | birgit kellner | john grimes
019963,2000-January,2000,1,Rising of the sea and other Migration myths,4,3,General scholarly discussion,Koenraad Elst | Paul Kekai Manansala | Swaminathan Madhuresan
019964,2000-January,2000,1,IE linguistic gender and the number 0,1,1,Grammar and linguistics,John Smith
019965,2000-January,2000,1,Rising of the sea and other Migration myths,1,1,General scholarly discussion,Royce Wiles
019966,2000-January,2000,1,Sakadwipa (RE: Rising of the sea and other Migration myths),1,1,General scholarly discussion,Koenraad Elst
019980,2000-January,2000,1,gifts for Sanskrit teachers,6,5,General scholarly discussion,Bob Peck | Dominik Wujastyk | Rajarshi Banerjee | Stuart Ray Sarbacker | Timothy C. Cahill
019982,2000-January,2000,1,Rising of the sea and other Migration myths,3,2,General scholarly discussion,Jan E.M. Houben | Timothy C. Cahill
019984,2000-January,2000,1,Rising of the sea and other Migration myths,2,2,General scholarly discussion,"Jean Fezas | Robert, Eric"
019999,2000-January,2000,1,varNa question,1,1,General scholarly discussion,Sergei Schmalz
020000,2000-January,2000,1,gifts for Sanskrit teachers,1,1,General scholarly discussion,Dominik Wujastyk
020003,2000-January,2000,1,sorry for repetition,1,1,General scholarly discussion,Harsha V. Dehejia
020006,2000-January,2000,1,Armageddon Myth,1,1,General scholarly discussion,Jan E.M. Houben
020007,2000-January,2000,1,Sakadwipa (RE: Rising of the sea and other Migration myths),1,1,General scholarly discussion,Haridas C
020012,2000-January,2000,1,Sakadwipa (RE: Rising of the sea and other Migration myths),1,1,General scholarly discussion,Dominik Wujastyk
020014,2000-January,2000,1,gifts for Sanskrit teachers,1,1,General scholarly discussion,Peter Wyzlic
020016,2000-January,2000,1,Question on Text,1,1,Texts and philology,Chris Wallis
020020,2000-January,2000,1,armageddon myth,3,3,General scholarly discussion,Chris Wallis | Madhav Deshpande | Samar Abbas
020022,2000-January,2000,1,Correction to Help needed in Marathi spelling and pronunciation,3,3,General scholarly discussion,Harry Spier | Madhav Deshpande | Vishal Agarwal
020023,2000-January,2000,1,Help needed in Marathi spelling and pronunciation,1,1,Bibliographic requests,Harry Spier
020024,2000-January,2000,1,Help needed in Marathi spelling and pronunciation,1,1,Bibliographic requests,David Magier
020028,2000-January,2000,1,,2,2,General scholarly discussion,Swaminathan Madhuresan | Yaroslav Vassilkov
020029,2000-January,2000,1,Unsubscribe,1,1,List administration,Jadranka Schauer
020034,2000-January,2000,1,Sacred Offering,4,4,General scholarly discussion,Chris Wallis | Helen Oles Giunta | Rajarshi Banerjee | Sreenivas Paruchuri
020042,2000-January,2000,1,Marmam research,1,1,General scholarly discussion,Mark Phillips
020037,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,3,2,General scholarly discussion,Venkatraman Iyer | Vidyasankar Sundaresan
020039,2000-February,2000,2,gifts for Sanskrit teachers,9,5,General scholarly discussion,Federico Squarcini | Lakshmi Srinivas | Robert Zydenbos | Sudalaimuthu Palaniappan | Vidyasankar Sundaresan
020043,2000-February,2000,2,South Indian marmam,1,1,General scholarly discussion,Mark Phillips
020044,2000-February,2000,2,JOB POSTING (EFEO),1,1,Announcements and events,Jean-Luc CHEVILLARD
020045,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,8,5,General scholarly discussion,Enrica Garzilli | N. Ganesan | Ravi Chawla | Tarek Wani | Yashwant Malaiya
020047,2000-February,2000,2,Announc: 5th Dowry Conference in India,1,1,Announcements and events,Dominik Wujastyk
020048,2000-February,2000,2,Announc: 5th Dowry Conference in India,1,1,Announcements and events,Dominik Wujastyk
020049,2000-February,2000,2,Kennewick man and Indians,6,5,General scholarly discussion,Jan Brzezinski | John Smith | Robert P. Goldman | Sudalaimuthu Palaniappan | Tarek Wani
020052,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,2,2,Digital resources and tools,Tarek Wani | Vidyasankar Sundaresan
020053,2000-February,2000,2,Kennewick man and Indians,2,2,General scholarly discussion,Dominik Wujastyk | Tarek Wani
020055,2000-February,2000,2,job posting (fwd),1,1,Announcements and events,Jon Skarpeid
020058,2000-February,2000,2,Narada P. S,1,1,General scholarly discussion,Swaminathan Madhuresan
020059,2000-February,2000,2,My new book,1,1,General scholarly discussion,Jean-Luc CHEVILLARD
020060,2000-February,2000,2,Announc: 5th Dowry Conference in India,1,1,Announcements and events,David Magier
020062,2000-February,2000,2,Job Opportunity (EFEO),1,1,Announcements and events,Shrikant Bahulkar
020063,2000-February,2000,2,Narada,1,1,General scholarly discussion,Enrica Garzilli
020066,2000-February,2000,2,Returned mail: Host unknown (Name server: liverpool.ac.ukpko1: host not found),1,1,General scholarly discussion,Jan E.M. Houben
020067,2000-February,2000,2,gifts for Sanskrit teachers,1,1,General scholarly discussion,Robert P. Goldman
020068,2000-February,2000,2,Edmund Leach on Indology,1,1,General scholarly discussion,Michael Witzel
020072,2000-February,2000,2,Announc: 5th Dowry Conference in India,2,2,Announcements and events,Sergei Schmalz | Sergey S.Tawaststjerna
020075,2000-February,2000,2,Many thanks.,13,10,General scholarly discussion,Arun Gupta | Brian Akers | Chris Wallis | Claude Setzer | Himanshu Dave | John Robert Gardner | Luis Gonzalez-Reimann | Madhav Deshpande | Vidyasankar Sundaresan | j. villeneuve
020076,2000-February,2000,2,Hindu concept of time,1,1,General scholarly discussion,j. villeneuve
020077,2000-February,2000,2,AgneyAstrAdikam,1,1,General scholarly discussion,Jon Skarpeid
020078,2000-February,2000,2,UBS university,1,1,General scholarly discussion,Mandakranta Bose
020080,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,2,2,General scholarly discussion,Dominik Wujastyk | Tarek Wani
020083,2000-February,2000,2,UBS university,1,1,General scholarly discussion,Lars Martin Fosse
020085,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,1,1,General scholarly discussion,Dominik Wujastyk
020092,2000-February,2000,2,Regarding the Upanishads.,11,7,General scholarly discussion,Dominik Wujastyk | Haridas C | Himanshu Dave | Jan E.M. Houben | Madhav Deshpande | Michael Witzel | Robert P. Goldman
020097,2000-February,2000,2,Q: Manu on Pouring Lead in Sudra Ears,4,2,General scholarly discussion,Dr. Greg Bailey | Raffaele Torella
020099,2000-February,2000,2,Realisation of anusvAra in vedic recitation,13,7,General scholarly discussion,B. Reusch | George Thompson | Jonathan Silk | L.S.Cousins | Rajarshi Banerjee | Robert P. Goldman | Stephen Hodge
020100,2000-February,2000,2,ashvamedha--to eat or not to eat?,1,1,General scholarly discussion,Harry Spier
020102,2000-February,2000,2,Oedipus in Sanskrit?,1,1,General scholarly discussion,Bruno Lo Turco
020108,2000-February,2000,2,Oedipus in Sanskrit?,1,1,General scholarly discussion,Dominik Wujastyk
020111,2000-February,2000,2,Obituary - Prof. M. Taddei,1,1,General scholarly discussion,Dominik Wujastyk
020112,2000-February,2000,2,"IGNCA, New Delhi",5,3,General scholarly discussion,Christian Coseru | Lubomir Ondracka | Sergei Schmalz
020116,2000-February,2000,2,Oedipus in Sanskrit?,6,4,General scholarly discussion,Allen W Thrasher | Madhav Deshpande | Shrikant Bahulkar | Shrinivas Tilak
020125,2000-February,2000,2,Oedipus in Sanskrit?,4,4,General scholarly discussion,Birgit Mayer-König | Katherine Harper | Raffaele Torella | Robert Zydenbos
020129,2000-February,2000,2,ashvamedha--to eat or not to eat?,1,1,General scholarly discussion,Lars Goehler
020135,2000-February,2000,2,Text of a Song in Praise of Sanskrit,1,1,Texts and philology,Dominik Wujastyk
020137,2000-February,2000,2,ashvamedha--to eat or not to eat?,1,1,General scholarly discussion,Rebecca Manring
020138,2000-February,2000,2,Obituary,1,1,General scholarly discussion,S.Kalyanaraman
020143,2000-February,2000,2,ashvamedha--to eat or not to eat?,1,1,General scholarly discussion,Rajarshi Banerjee
020146,2000-February,2000,2,Augment i and DhAtupAThas,2,2,General scholarly discussion,Allen W Thrasher | Ashok Aklujkar
020147,2000-February,2000,2,Augment i and DhAtupAThas,2,2,General scholarly discussion,Emiliano Bianchi | George Cardona
020156,2000-February,2000,2,Regarding the Upanishads.- Conflicting logic of tenuredIndologists.,9,8,General scholarly discussion,Dan Lusthaus | Krishna Kalale | Lakshmi Srinivas | Madhav Deshpande | Paul Kekai Manansala | Subrahmanya S. | Vidyasankar Sundaresan | Vishal Agarwal
020159,2000-February,2000,2,Regarding the Upanishads.- Conflicting logic of tenured Indologists.,3,2,General scholarly discussion,Paul Kekai Manansala | Tarek Wani
020163,2000-February,2000,2,Dahilaxmi library,3,3,General scholarly discussion,Harry Spier | Sreenivas Paruchuri | steve
020164,2000-February,2000,2,ashvamedha--to eat or not to eat?,7,4,General scholarly discussion,Dominik Wujastyk | Geeta Bharathan | Patricia Meredith Greer | Paul Kekai Manansala
020165,2000-February,2000,2,Regarding the Upanishads,2,2,General scholarly discussion,Dominik Wujastyk | Himanshu Dave
020169,2000-February,2000,2,Rajasuya celebration,3,3,General scholarly discussion,Dominik Wujastyk | Haridas C | Luis Gonzalez-Reimann
020172,2000-February,2000,2,Regarding the Upanishads.- Conflicting logic of tenuredIndologists.,1,1,General scholarly discussion,Haridas C
020176,2000-February,2000,2,addendum--heliocentricism,1,1,General scholarly discussion,Ramalingam Shanmugalingam
020177,2000-February,2000,2,Regarding the Upanishads.- Conflicting logic of tenured Indologists.,2,2,General scholarly discussion,Ramalingam Shanmugalingam | Yashwant Malaiya
020182,2000-February,2000,2,Thirukkural and Buddhism Part 2,1,1,General scholarly discussion,Bob Peck
020185,2000-February,2000,2,Earplugs and ear elongation,4,4,General scholarly discussion,George Thompson | Lars Martin Fosse | Michael Witzel | Vishal Agarwal
020186,2000-February,2000,2,Aryan Panzers (pt. 2),1,1,General scholarly discussion,Michael Witzel
020189,2000-February,2000,2,Aryan Panzers (pt. 2),2,2,General scholarly discussion,Dominik Wujastyk | Koenraad Elst
020191,2000-February,2000,2,Thirukkural and Buddhism,6,4,General scholarly discussion,Harry Spier | Madhav Deshpande | Michael Witzel | Srini Pichumani
020192,2000-February,2000,2,Oedipus in Sanskrit?,4,3,General scholarly discussion,Dominik Wujastyk | Koenraad Elst | Paul Kekai Manansala
020195,2000-February,2000,2,Talageri's new book,1,1,General scholarly discussion,Ashok Aklujkar
020196,2000-February,2000,2,Oedipus in Sanskrit?,1,1,General scholarly discussion,Ramakrishnan Balasubramanian
020206,2000-February,2000,2,Talageri's new book,1,1,General scholarly discussion,Ashok Aklujkar
020207,2000-February,2000,2,fatehpur sikri,5,4,General scholarly discussion,Luis Gonzalez-Reimann | Paul Kekai Manansala | Rajarshi Banerjee | Robert Zydenbos
020208,2000-February,2000,2,Dahilaxmi library,1,1,General scholarly discussion,Rajarshi Banerjee
020214,2000-February,2000,2,chariots,14,10,General scholarly discussion,Bob Peck | Himanshu Dave | Narayan S. Raja | Robert P. Goldman | Somayaji Rajagopala | Swaminathan Madhuresan | Vidya Kamat | Vidyasankar Sundaresan | Yaroslav Vassilkov | beitel
020218,2000-February,2000,2,Information request,1,1,Bibliographic requests,Robert A. Hueckstedt
020222,2000-February,2000,2,Origins of Greek art,1,1,General scholarly discussion,Tarek Wani
020223,2000-February,2000,2,Thank you re: anusvAra in Vedic Recitation,1,1,Veda and ritual,Vishal Agarwal
020224,2000-February,2000,2,information request2,1,1,General scholarly discussion,Harry Spier
020225,2000-February,2000,2,Information request,1,1,Bibliographic requests,Bob Peck
020228,2000-February,2000,2,Information Request,1,1,Bibliographic requests,Vidya Kamat
020230,2000-February,2000,2,Asian participants in Lib. Congress symposium,1,1,Announcements and events,Allen W Thrasher
020231,2000-February,2000,2,Evils of Written Vedas? (apology for cross-posting),8,5,General scholarly discussion,Dominik Wujastyk | John Robert Gardner | Madhav Deshpande | Shrikant Bahulkar | Tarek Wani
020236,2000-February,2000,2,Evils of Written Vedas? (apology for cross-posting),6,6,General scholarly discussion,Boris Oguibenine | George Thompson | Himanshu Dave | Michael Witzel | Vishal Agarwal | Yashwant Malaiya
020237,2000-February,2000,2,Evils of Written Vedas? (apology for cross-posting),1,1,General scholarly discussion,Michael Witzel
020246,2000-February,2000,2,Information Request,1,1,Bibliographic requests,Anne Monius
020251,2000-February,2000,2,Etymology of Cerebrum,3,3,General scholarly discussion,Gabriel | Steve Brown | Ven. Tantra
020253,2000-February,2000,2,Information request,1,1,Bibliographic requests,Dominik Wujastyk
020256,2000-February,2000,2,conference announcement from SARAI,1,1,Announcements and events,David Magier
020257,2000-February,2000,2,Etymology of Cerebrum,1,1,General scholarly discussion,Benjamin Fleming
020259,2000-February,2000,2,Roommate and lodging for World Sanskit Conference,1,1,Announcements and events,Allen W Thrasher
020260,2000-February,2000,2,Sanskrit homework from Snowy Michigan,4,3,General scholarly discussion,Madhav Deshpande | Robert Zydenbos | Swantham
020261,2000-February,2000,2,Naamasa.mgiiti.tiikaa,5,4,General scholarly discussion,Allen W Thrasher | Joseph Walser | Shrikant Bahulkar | Stephen Hodge
020263,2000-February,2000,2,Naamasa.mgiiti.tiikaa,1,1,General scholarly discussion,Stuart Ray Sarbacker
020268,2000-February,2000,2,e-mail address of WSC,4,4,General scholarly discussion,Allen W Thrasher | Ashok Aklujkar | Benjamin Preciado | Shrikant Bahulkar
020269,2000-February,2000,2,World Skt. Conference in Turin - for real?,4,4,General scholarly discussion,Allen W Thrasher | Anna-Pya Sjödin | Dominik Wujastyk | Katharina Kupfer
020273,2000-February,2000,2,Did the Aryans return to India?,2,2,History and culture,Lars Martin Fosse | Shrinivas Tilak
020274,2000-February,2000,2,Sanskrit Spelling,10,8,General scholarly discussion,Ashok Aklujkar | Michael Witzel | Rajarshi Banerjee | Shrikant Bahulkar | Stephen Hodge | Venkatraman Iyer | Vishal Agarwal | pam
020283,2000-February,2000,2,Sanskrit homework from Snowy Michigan,1,1,General scholarly discussion,S.Kalyanaraman
020284,2000-February,2000,2,Thanks for WSC info.,4,4,General scholarly discussion,H.B.Dave | Krishna Kalale | Robert Zydenbos | Vishal Agarwal
020286,2000-February,2000,2,Sanskrit Spelling,2,2,General scholarly discussion,Mahendra Jain | Prasad Velusamy
020288,2000-February,2000,2,"XI WSC -- set to go, I presume",1,1,General scholarly discussion,Chandan R. Narayan
020289,2000-February,2000,2,World Skt. Conference in Turin - for real?,1,1,Announcements and events,Dominik Wujastyk
