source_author,target_author,confidence,weight
Robert P. GOLDMAN,"Fitzgerald, James",exact_in_reply_to,1
Robert P. GOLDMAN,François Patte,exact_in_reply_to,1
Robert P. GOLDMAN,George Thompson,thread_inferred,1
Robert P. GOLDMAN,Greg Bailey,exact_in_reply_to,1
Robert P. GOLDMAN,Haridas C,thread_inferred,1
Robert P. GOLDMAN,Herman Tull,exact_in_reply_to,1
Robert P. GOLDMAN,"Hock, Hans Henrich",exact_in_reply_to,1
Robert P. GOLDMAN,Jan Brzezinski,thread_inferred,1
Robert P. GOLDMAN,Jan E.M. Houben,exact_in_reply_to,1
Robert P. GOLDMAN,Jesse Knutson,exact_in_reply_to,1
Robert P. GOLDMAN,Johannes Bronkhorst,exact_in_reply_to,1
Ashok Aklujkar,Raffaele Torella,exact_in_reply_to,1
Ashok Aklujkar,Richard Salomon,exact_in_reply_to,1
Robert P. GOLDMAN,Mark Allon,exact_in_reply_to,1
Robert P. GOLDMAN,Matthew Kapstein,thread_inferred,1
Robert P. GOLDMAN,N. Ganesan,thread_inferred,1
Robert P. GOLDMAN,Paolo E. Rosati,exact_in_reply_to,1
Robert P. GOLDMAN,Robert P. GOLDMAN,exact_in_reply_to,1
Robert P. GOLDMAN,S Krishna,thread_inferred,1
Robert P. GOLDMAN,Shrikant Bahulkar,exact_in_reply_to,1
Robert P. GOLDMAN,Stefan Baums,exact_in_reply_to,1
Robert P. GOLDMAN,Valerie Roebuck,exact_in_reply_to,1
Robert P. GOLDMAN,Yang Qu,exact_in_reply_to,1
Robert P. GOLDMAN,Дмитрий Комиссаров,exact_in_reply_to,1
Ashok Aklujkar,Robert Goldman,exact_in_reply_to,1
Robert Zydenbos,Al Collins,exact_in_reply_to,1
Robert Zydenbos,Al Collins,thread_inferred,1
Robert Zydenbos,Allen W Thrasher,thread_inferred,1
Robert Zydenbos,Alok Kumar,thread_inferred,1
Robert Zydenbos,André Signoret,thread_inferred,1
Ashok Aklujkar,Rolf Heinrich Koch,exact_in_reply_to,1
Robert Zydenbos,Anya Golovkova,exact_in_reply_to,1
Robert Zydenbos,Arlo Griffiths,thread_inferred,1
Robert Zydenbos,Arun Gupta,thread_inferred,1
Robert Zydenbos,Asha Naidu,thread_inferred,1
Robert Zydenbos,Ashok Aklujkar,exact_in_reply_to,1
Robert Zydenbos,Ashok Aklujkar,thread_inferred,1
Robert Zydenbos,B. Reusch,thread_inferred,1
Robert Zydenbos,Benjamin Fleming,thread_inferred,1
Robert Zydenbos,Bijoy Misra,thread_inferred,1
Ashok Aklujkar,Samuel Wright,exact_in_reply_to,1
Robert Zydenbos,Chandan R. Narayan,thread_inferred,1
Robert Zydenbos,Claude Setzer,thread_inferred,1
Ashok Aklujkar,Shyam Ranganathan,thread_inferred,1
Robert Zydenbos,David Rustin Mellins,thread_inferred,1
Robert Zydenbos,David Salmon (Kettenpom),thread_inferred,1
Robert Zydenbos,Dean Anderson,thread_inferred,1
Robert Zydenbos,Dean Michael Anderson,exact_in_reply_to,1
Ashok Aklujkar,Simon Brodbeck,exact_in_reply_to,1
Robert Zydenbos,Dmitri,thread_inferred,1
Robert Zydenbos,Dmitry Olenev,thread_inferred,1
Ashok Aklujkar,Sudalaimuthu Palaniappan,thread_inferred,1
Ashok Aklujkar,"Thrasher, Allen",thread_inferred,1
Ashok Aklujkar,Toke Lindegaard Knudsen,exact_in_reply_to,1
Robert Zydenbos,Elena Bashir,thread_inferred,1
Robert Zydenbos,Eli Franco,exact_in_reply_to,1
Robert Zydenbos,Erik Sand,thread_inferred,1
Robert Zydenbos,Frederick Smith,thread_inferred,1
Robert Zydenbos,Geoffrey Samuel,exact_in_reply_to,1
Ashok Aklujkar,Toke Lindegaard Knudsen,thread_inferred,1
Robert Zydenbos,George Pervushin,exact_in_reply_to,1
Ashok Aklujkar,Vanessa Sasson,exact_in_reply_to,1
Robert Zydenbos,Gleb Sharygin,exact_in_reply_to,1
Robert Zydenbos,HR,exact_in_reply_to,1
Robert Zydenbos,Hans Henrich Hock,thread_inferred,1
Robert Zydenbos,Harry Falk,exact_in_reply_to,1
Robert Zydenbos,Harry Spier,exact_in_reply_to,1
Ashok Aklujkar,Vanessa Sasson,thread_inferred,1
Robert Zydenbos,Heike Moser,thread_inferred,1
Robert Zydenbos,Herman Tull,exact_in_reply_to,1
Ashok Aklujkar,Vidyasankar Sundaresan,thread_inferred,1
Ashok Aklujkar,Warner Belanger,exact_in_reply_to,1
Robert Zydenbos,Horacio Francisco Arganis Juarez,thread_inferred,1
Ashok Aklujkar,franco at RZ.UNI-LEIPZIG.DE,thread_inferred,1
Robert Zydenbos,Howard Resnick,thread_inferred,1
Robert Zydenbos,Jaap Pranger,thread_inferred,1
Robert Zydenbos,Jean Michel DELIRE,exact_in_reply_to,1
Robert Zydenbos,Jean-Luc Chevillard,exact_in_reply_to,1
Robert Zydenbos,Jean-Luc Chevillard,thread_inferred,1
Robert Zydenbos,Jesse Knutson,exact_in_reply_to,1
Robert Zydenbos,Jibunnessa,thread_inferred,1
Robert Zydenbos,John Huntington,exact_in_reply_to,1
Robert Zydenbos,John Huntington,thread_inferred,1
Robert Zydenbos,John Oliver Perry,thread_inferred,1
Robert Zydenbos,Joseph Walser,thread_inferred,1
Robert Zydenbos,Katherine Harper,thread_inferred,1
Robert Zydenbos,Kevin McGrath,thread_inferred,1
Robert Zydenbos,Klaus Karttunen,thread_inferred,1
Robert Zydenbos,Koenraad Elst,thread_inferred,1
Ashok Aklujkar,jonathan.silk at wmich.edu,thread_inferred,1
Robert Zydenbos,L.S.Cousins,thread_inferred,1
Robert Zydenbos,Lakshmi Srinivas,thread_inferred,1
Robert Zydenbos,"Lindquist, Steven",exact_in_reply_to,1
Ashok Aklujkar,mbroo at abo.fi,exact_in_reply_to,1
Ashok Aklujkar,palaniappa at aol.com,exact_in_reply_to,1
Ashok Aklujkar,patrick mccartney,exact_in_reply_to,1
Robert Zydenbos,Mani Varadarajan,thread_inferred,1
Ashok Aklujkar,patrick mccartney,thread_inferred,1
Robert Zydenbos,Matthew Kapstein,exact_in_reply_to,1
Robert Zydenbos,McComas Taylor,exact_in_reply_to,1
Ashok Aklujkar,petra kieffer-Pülz,thread_inferred,1
Ashok Aklujkar,rajam,thread_inferred,1
Ashok Aklujkar,tccahill,thread_inferred,1
Ashok Aklujkar (Interchange),Ute Huesken,thread_inferred,1
Ashok Gupta,Chris Wooff,thread_inferred,1
Robert Zydenbos,Nityanand Misra,exact_in_reply_to,1
Robert Zydenbos,Palaniappa,thread_inferred,1
Robert Zydenbos,Paolo Magnone,exact_in_reply_to,1
Asko H S Parpola,Anshuman Pandey,thread_inferred,1
Robert Zydenbos,Patrick Olivelle,exact_in_reply_to,1
Robert Zydenbos,Peter Flugel,exact_in_reply_to,1
Robert Zydenbos,Peter Friedlander,thread_inferred,1
Robert Zydenbos,Philipp Maas,exact_in_reply_to,1
Robert Zydenbos,Phillip Ernest,thread_inferred,1
Asko H S Parpola,C.A. Coleman,thread_inferred,1
Asko H S Parpola,Madhav Deshpande,thread_inferred,1
Robert Zydenbos,Rajarshi Banerjee,thread_inferred,1
Robert Zydenbos,Richard Barz,thread_inferred,1
Asko H S Parpola,S Jain,thread_inferred,1
Asko H S Parpola,aklujkar at unixg.ubc.ca,thread_inferred,1
Asko H S Parpola,kxp5195 at hertz.njit.edu,thread_inferred,1
Asko H S Parpola,pclaus at s1.csuhayward.edu,thread_inferred,1
Robert Zydenbos,Samyak Modi,exact_in_reply_to,1
Robert Zydenbos,Shankar Nair,exact_in_reply_to,1
Robert Zydenbos,Shikaripura Harihareswara,thread_inferred,1
Asko H S Parpola,wagers at computek.net,thread_inferred,1
Robert Zydenbos,Shrisha Rao,thread_inferred,1
Robert Zydenbos,Sravana Borkataky-Varma,exact_in_reply_to,1
Robert Zydenbos,Stefan Baums,thread_inferred,1
Asko Parpola,Alfred Hiltebeitel,exact_in_reply_to,1
Asko Parpola,Alfred Hiltebeitel,thread_inferred,1
Asko Parpola,Allen Thrasher,exact_in_reply_to,1
Robert Zydenbos,"Tieken, H.J.H.",exact_in_reply_to,1
Robert Zydenbos,Ulrich T. Kragh,thread_inferred,1
Robert Zydenbos,"Uskokov, Aleksandar",exact_in_reply_to,1
Robert Zydenbos,Vaidix,thread_inferred,1
Asko Parpola,Andrea Acri,exact_in_reply_to,1
Robert Zydenbos,Vidhyanath Rao,thread_inferred,1
Asko Parpola,Antonia Ruppel,exact_in_reply_to,1
Asko Parpola,Asko Parpola,references_chain,1
Asko Parpola,Asko Parpola,thread_inferred,1
Robert Zydenbos,eva de clercq,exact_in_reply_to,1
Robert Zydenbos,jmdelire,exact_in_reply_to,1
Robert Zydenbos,koenraad.elst at telenet.be,exact_in_reply_to,1
Robert Zydenbos,nanda chandran,thread_inferred,1
Robert Zydenbos,palaniappa at aol.com,exact_in_reply_to,1
Asko Parpola,Benjamin Fleming,thread_inferred,1
Robert Zydenbos,peter bisschop,exact_in_reply_to,1
Robert Zydenbos,rohan.oberoi at CORNELL.EDU,thread_inferred,1
Robert Zydenbos,victor davella,thread_inferred,1
Robert Zydenbos (by way of Robert Zydenbos <zydenbos at lrz.uni-muenchen.de>),fsmith,thread_inferred,1
Robin Kornman,David Lorenzen S.,thread_inferred,1
Robin Kornman,Dominik Wujastyk,thread_inferred,1
Asko Parpola,"Buchta, David",thread_inferred,1
Robin Kornman,John Brockington,thread_inferred,1
Robin Kornman,Kellner,thread_inferred,1
Robin Kornman,Nicholas Sterling,thread_inferred,1
Robin Kornman,RABE at vaxd.sxu.edu,thread_inferred,1
Robin Kornman,Robin Kornman,thread_inferred,1
Robin Kornman,S. Kalyanaraman,thread_inferred,1
Robin Kornman,Sudalaimuthu Palaniappan,thread_inferred,1
Robin Kornman,Swaminathan Madhuresan,thread_inferred,1
Robin Kornman,aklujkar at unixg.ubc.ca,thread_inferred,1
Robin Kornman,vineet at bocaraton.ibm.com,thread_inferred,1
Asko Parpola,Caley Smith,exact_in_reply_to,1
"Rocher, Rosane D",Alfred Hiltebeitel,thread_inferred,1
Asko Parpola,Charles Li,exact_in_reply_to,1
"Rocher, Rosane D",Arlo Griffiths,exact_in_reply_to,1
"Rocher, Rosane D",David and Nancy Reigle,exact_in_reply_to,1
"Rocher, Rosane D",Dominik Wujastyk,exact_in_reply_to,1
"Rocher, Rosane D",Donald R Davis,exact_in_reply_to,1
"Rocher, Rosane D","Goulding, Gregory",exact_in_reply_to,1
"Rocher, Rosane D",Greg Bailey,exact_in_reply_to,1
"Rocher, Rosane D",Herman Tull,exact_in_reply_to,1
"Rocher, Rosane D",Krishnaprasad G,exact_in_reply_to,1
"Rocher, Rosane D",Krishnaprasad G,thread_inferred,1
Asko Parpola,Christian Ferstl,exact_in_reply_to,1
"Rocher, Rosane D","Witzel, Michael",exact_in_reply_to,1
Roelf Barkhuis,"Deshpande, Madhav",thread_inferred,1
Roelf Barkhuis,Patrick Olivelle,thread_inferred,1
Roesler Ulrike,Sreenivas Paruchuri,thread_inferred,1
Asko Parpola,Dagmar Wujastyk,exact_in_reply_to,1
Rohana Seneviratne,Ananya Vajpeyi,exact_in_reply_to,1
Rohana Seneviratne,Artur Karp,exact_in_reply_to,1
Rohana Seneviratne,David Pierdominici,exact_in_reply_to,1
Rohana Seneviratne,Dominik Wujastyk,exact_in_reply_to,1
Rohana Seneviratne,Dr. Rupali Mokashi,exact_in_reply_to,1
Rohana Seneviratne,Dr. Will Tuladhar-Douglas,exact_in_reply_to,1
Asko Parpola,Dan Lusthaus,thread_inferred,1
Asko Parpola,David and Nancy Reigle,exact_in_reply_to,1
Rohana Seneviratne,Harald Wiese,exact_in_reply_to,1
Rohana Seneviratne,Harry Spier,exact_in_reply_to,1
Rohana Seneviratne,Herman Tull,thread_inferred,1
Rohana Seneviratne,James Stewart,exact_in_reply_to,1
Rohana Seneviratne,Jonathan Silk,thread_inferred,1
Rohana Seneviratne,Kenneth Gregory Zysk,exact_in_reply_to,1
Rohana Seneviratne,Madhav Deshpande,exact_in_reply_to,1
Rohana Seneviratne,Matthew Kapstein,exact_in_reply_to,1
Rohana Seneviratne,Niranjan Saha,exact_in_reply_to,1
Rohana Seneviratne,Patrick Olivelle,exact_in_reply_to,1
Asko Parpola,Dean Michael Anderson,exact_in_reply_to,1
Asko Parpola,Dominic Goodall,exact_in_reply_to,1
Asko Parpola,Dániel Balogh,exact_in_reply_to,1
Rohit Chopra,Dominik Wujastyk,thread_inferred,1
Rohit Chopra,Jesualdo Correia,thread_inferred,1
Asko Parpola,Enrica Garzilli,thread_inferred,1
Rohit Chopra,Lars Martin Fosse,thread_inferred,1
Rohit Chopra,Rohit Chopra,thread_inferred,1
Asko Parpola,Franco,exact_in_reply_to,1
Rohit Chopra,youri martini,thread_inferred,1
Roland Steiner,Adheesh Sathaye,exact_in_reply_to,1
Roland Steiner,Allen Thrasher,exact_in_reply_to,1
Asko Parpola,François Voegeli,exact_in_reply_to,1
Roland Steiner,Andrew Ollett,exact_in_reply_to,1
Asko Parpola,François Voegeli,references_chain,1
Roland Steiner,Ashok Aklujkar,thread_inferred,1
Roland Steiner,Bh. Krishnamurti,thread_inferred,1
Roland Steiner,Birgit Kellner,exact_in_reply_to,1
Roland Steiner,Bruno Lo Turco,thread_inferred,1
Roland Steiner,Chris Austin,thread_inferred,1
Roland Steiner,Christian Ferstl,exact_in_reply_to,1
Roland Steiner,Dan Lusthaus,exact_in_reply_to,1
Roland Steiner,Dean Michael Anderson,thread_inferred,1
Roland Steiner,Deepak Sarma,exact_in_reply_to,1
Asko Parpola,George Thompson,exact_in_reply_to,1
Roland Steiner,Dieter Gunkel,exact_in_reply_to,1
Roland Steiner,Dipak Bhattacharya,exact_in_reply_to,1
Asko Parpola,Greg Bailey,exact_in_reply_to,1
Asko Parpola,Harry Falk,exact_in_reply_to,1
Asko Parpola,Harry Falk,thread_inferred,1
Roland Steiner,Dominique.Thillaud,thread_inferred,1
Roland Steiner,Dr. Debabrata Chakrabarti,exact_in_reply_to,1
Roland Steiner,Dániel Balogh,exact_in_reply_to,1
Roland Steiner,Edeltraud Harzer,thread_inferred,1
Roland Steiner,Edgard Leite,thread_inferred,1
Roland Steiner,"Eltschinger, Vincent",exact_in_reply_to,1
Roland Steiner,Ferenc Ruzsa,thread_inferred,1
Roland Steiner,Frank Conlon,thread_inferred,1
Roland Steiner,"GHOSE,LYNKEN,MR",thread_inferred,1
Roland Steiner,Girish Jha,exact_in_reply_to,1
Roland Steiner,"Gruenendahl, Reinhold",thread_inferred,1
Asko Parpola,Heike Moser,thread_inferred,1
Roland Steiner,Harry Spier,thread_inferred,1
Roland Steiner,Hartmut Buescher,exact_in_reply_to,1
Roland Steiner,"Hock, Hans Henrich",exact_in_reply_to,1
Roland Steiner,Howard Resnick,exact_in_reply_to,1
Roland Steiner,J. Randall Groves,thread_inferred,1
Roland Steiner,JR Gardner,thread_inferred,1
Roland Steiner,Jaap Pranger,thread_inferred,1
Roland Steiner,Jacob Baltuch,thread_inferred,1
Roland Steiner,James Hegarty,thread_inferred,1
Roland Steiner,Jan Brzezinski,thread_inferred,1
Asko Parpola,Herman Tull,exact_in_reply_to,1
Asko Parpola,Ilya Comet,thread_inferred,1
Asko Parpola,James Hartzell,exact_in_reply_to,1
Roland Steiner,Jean Michel DELIRE,exact_in_reply_to,1
Roland Steiner,Jean-Luc Chevillard,thread_inferred,1
Roland Steiner,Jennifer Cover,exact_in_reply_to,1
Roland Steiner,John Dunne,thread_inferred,1
Asko Parpola,James Hegarty,thread_inferred,1
Asko Parpola,Jan E.M. Houben,exact_in_reply_to,1
Roland Steiner,Kenneth Zysk,thread_inferred,1
Roland Steiner,Kishore Krshna,thread_inferred,1
Roland Steiner,Luis Gonzalez-Reimann,thread_inferred,1
Asko Parpola,Jean Michel DELIRE,exact_in_reply_to,1
Asko Parpola,Jim Ryan,exact_in_reply_to,1
Roland Steiner,Madhav Deshpande,thread_inferred,1
Roland Steiner,Mahinda Palihawadana,thread_inferred,1
Roland Steiner,Mandakranta Bose,thread_inferred,1
Roland Steiner,Marco Franceschini,exact_in_reply_to,1
Roland Steiner,Mark McClish,exact_in_reply_to,1
Asko Parpola,Joanna Jurewicz,exact_in_reply_to,1
Roland Steiner,Michael Witzel,thread_inferred,1
Asko Parpola,Jonathan Silk,thread_inferred,1
Asko Parpola,Julia Hegewald,exact_in_reply_to,1
Asko Parpola,KORN Agnes,exact_in_reply_to,1
Roland Steiner,Nataliya Yanchevskaya,exact_in_reply_to,1
Asko Parpola,Kern Library,thread_inferred,1
Roland Steiner,"Olivelle, J P",exact_in_reply_to,1
Asko Parpola,"Lubin, Tim",exact_in_reply_to,1
Roland Steiner,Patrick Olivelle,exact_in_reply_to,1
Roland Steiner,Peter Freund,thread_inferred,1
Asko Parpola,Lyne Bansat-Boudon,exact_in_reply_to,1
Roland Steiner,Ramakrishnan Balasubramanian,thread_inferred,1
Roland Steiner,Roberto Morales,exact_in_reply_to,1
Roland Steiner,Rohana Seneviratne,exact_in_reply_to,1
Roland Steiner,Rohit Chopra,thread_inferred,1
Asko Parpola,"Manring, Rebecca",thread_inferred,1
Roland Steiner,Roland Steiner,thread_inferred,1
Roland Steiner,Rolf Heinrich Koch,exact_in_reply_to,1
Roland Steiner,S Krishna,thread_inferred,1
Roland Steiner,Shrinivas Tilak,exact_in_reply_to,1
Roland Steiner,Simon Brodbeck,exact_in_reply_to,1
Asko Parpola,Martin Gansten,thread_inferred,1
Roland Steiner,Stella Sandahl,thread_inferred,1
Roland Steiner,Stephen Hodge,thread_inferred,1
Roland Steiner,Sudalaimuthu Palaniappan,thread_inferred,1
Roland Steiner,Swami Gitananda,thread_inferred,1
Asko Parpola,Matthew Kapstein,thread_inferred,1
Asko Parpola,Nataliya Yanchevskaya,exact_in_reply_to,1
Roland Steiner,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Roland Steiner,"Tieken, H.J.H. (Herman)",thread_inferred,1
Roland Steiner,Timothy C. Cahill,thread_inferred,1
Roland Steiner,Toke Knudsen,exact_in_reply_to,1
Roland Steiner,Tom Cooper,thread_inferred,1
Roland Steiner,Ulrich T. Kragh,thread_inferred,1
Asko Parpola,Nivedita Rout,exact_in_reply_to,1
Roland Steiner,Vidyasankar Sundaresan,thread_inferred,1
Roland Steiner,Vishal Agarwal,thread_inferred,1
Asko Parpola,Nivedita Rout,thread_inferred,1
Roland Steiner,"Witzel, Michael",exact_in_reply_to,1
Asko Parpola,Patrick Olivelle,exact_in_reply_to,1
Roland Steiner,jacob at fabularasa.dk,exact_in_reply_to,1
Roland Steiner,mkapstei at UCHICAGO.EDU,thread_inferred,1
Roland Steiner,nanda chandran,thread_inferred,1
Roland Steiner,patrick mccartney,exact_in_reply_to,1
Roland Steiner,victor davella,exact_in_reply_to,1
Roland Steiner,vincent.tournier at lmu.de,thread_inferred,1
Rolf Heiner Koch,Anshuman Pandey,thread_inferred,1
Rolf Heiner Koch,Axel Michaels,thread_inferred,1
Rolf Heiner Koch,Claude Setzer,thread_inferred,1
Asko Parpola,"Reich, James David",exact_in_reply_to,1
Rolf Heiner Koch,DR.S.KALYANARAMAN,thread_inferred,1
Rolf Heiner Koch,Edwin Bryant,thread_inferred,1
Asko Parpola,Robert Leach,exact_in_reply_to,1
Rolf Heiner Koch,JR Gardner,thread_inferred,1
Asko Parpola,Ruth Laila Schmidt,thread_inferred,1
Rolf Heiner Koch,Jan Filipsky,thread_inferred,1
Rolf Heiner Koch,Jay Thakar,thread_inferred,1
Rolf Heiner Koch,Joel H. Tatelman,thread_inferred,1
Asko Parpola,Steve Farmer,thread_inferred,1
Rolf Heiner Koch,Katja Hofmann,thread_inferred,1
Rolf Heiner Koch,Mariana Caixeiro,thread_inferred,1
Rolf Heiner Koch,Michael Rabe,thread_inferred,1
Rolf Heiner Koch,Muhammed Suleiman,thread_inferred,1
Asko Parpola,Suchandra Ghosh,exact_in_reply_to,1
Rolf Heiner Koch,Palaniappa,thread_inferred,1
Rolf Heiner Koch,Paul K. Manansala,thread_inferred,1
Rolf Heiner Koch,Ruth Laila Schmidt,thread_inferred,1
Asko Parpola,Sudalaimuthu Palaniappan,exact_in_reply_to,1
Rolf Heiner Koch,S. Kalyanaraman,thread_inferred,1
Rolf Heiner Koch,Thomas Lehmann,thread_inferred,1
Rolf Heiner Koch,Vaidix,thread_inferred,1
Asko Parpola,"Tieken, H.J.H.",exact_in_reply_to,1
Rolf Heiner Koch,Yigal Bronner,thread_inferred,1
Rolf Heiner Koch,riccardo garbini,thread_inferred,1
Rolf Heiner Koch,sudheer birodkar,thread_inferred,1
Rolf Heinrich Koch,Agathe Keller,exact_in_reply_to,1
Rolf Heinrich Koch,Antonia Ruppel,exact_in_reply_to,1
Asko Parpola,Tyler Neill,exact_in_reply_to,1
Asko Parpola,Ulrich T. Kragh,thread_inferred,1
Rolf Heinrich Koch,Asko Parpola,exact_in_reply_to,1
Rolf Heinrich Koch,B. Reusch,thread_inferred,1
Rolf Heinrich Koch,"Buchta, David",exact_in_reply_to,1
Rolf Heinrich Koch,"Collins, Brian",exact_in_reply_to,1
Rolf Heinrich Koch,DIEGO LOUKOTA SANCLEMENTE,exact_in_reply_to,1
Rolf Heinrich Koch,DN Jha,exact_in_reply_to,1
Rolf Heinrich Koch,Dan Lusthaus,exact_in_reply_to,1
Rolf Heinrich Koch,David Mellins,exact_in_reply_to,1
Asko Parpola,Valerie J Roebuck,thread_inferred,1
Rolf Heinrich Koch,Dean Michael Anderson,thread_inferred,1
Rolf Heinrich Koch,Dominik Haas,exact_in_reply_to,1
Rolf Heinrich Koch,Dr. Jai Maharaj,thread_inferred,1
Rolf Heinrich Koch,Elliot Stern,exact_in_reply_to,1
Rolf Heinrich Koch,"Eltschinger, Vincent",exact_in_reply_to,1
Rolf Heinrich Koch,François Voegeli,exact_in_reply_to,1
Rolf Heinrich Koch,George Hart,exact_in_reply_to,1
Rolf Heinrich Koch,Harry Spier,exact_in_reply_to,1
Rolf Heinrich Koch,Herman Tull,exact_in_reply_to,1
Rolf Heinrich Koch,Inst. Of Asian Cultures,thread_inferred,1
Rolf Heinrich Koch,Jan Filipský,exact_in_reply_to,1
Rolf Heinrich Koch,Jean Michel DELIRE,exact_in_reply_to,1
Rolf Heinrich Koch,Jesse Knutson,exact_in_reply_to,1
Asko Parpola,Viktoria Lysenko,exact_in_reply_to,1
Rolf Heinrich Koch,Johannes Bronkhorst,exact_in_reply_to,1
Rolf Heinrich Koch,John A Grimes,thread_inferred,1
Rolf Heinrich Koch,Kenneth Gregory Zysk,exact_in_reply_to,1
Rolf Heinrich Koch,"Lubin, Tim",exact_in_reply_to,1
Asko Parpola,Westin Harris,exact_in_reply_to,1
Asko Parpola,Wiese,exact_in_reply_to,1
Asko Parpola,a.murugaiyan,exact_in_reply_to,1
Rolf Heinrich Koch,Nagaraj Paturi,exact_in_reply_to,1
Rolf Heinrich Koch,Ofer Peres,exact_in_reply_to,1
Rolf Heinrich Koch,Patrick Olivelle,exact_in_reply_to,1
Rolf Heinrich Koch,Paul Thomas,exact_in_reply_to,1
Rolf Heinrich Koch,Raja Rosenhagen,exact_in_reply_to,1
Asko Parpola,gruenendahl,thread_inferred,1
Asko Parpola,jens wilhelm borgland,thread_inferred,1
Asko Parpola,mkapstei at UCHICAGO.EDU,thread_inferred,1
Rolf Heinrich Koch,Rupert Gethin,exact_in_reply_to,1
Asko Parpola,patrick mccartney,exact_in_reply_to,1
Rolf Heinrich Koch,Sharon Ben-Dor,exact_in_reply_to,1
Rolf Heinrich Koch,Suchandra Ghosh,thread_inferred,1
Rolf Heinrich Koch,Sven Sellmer,exact_in_reply_to,1
Rolf Heinrich Koch,"Tieken, H.J.H.",exact_in_reply_to,1
Asko Parpola,patrick mccartney,thread_inferred,1
Asko Parpola,rajam,exact_in_reply_to,1
Rolf Heinrich Koch,Westin Harris,exact_in_reply_to,1
Rolf Heinrich Koch,Yang Qu,exact_in_reply_to,1
Asko Parpola,rajam,thread_inferred,1
Rolf Heinrich Koch,elisa freschi,exact_in_reply_to,1
Rolf Heinrich Koch,jacob at fabularasa.dk,exact_in_reply_to,1
Rolf Heinrich Koch,jan.kucera at matfyz.cz,exact_in_reply_to,1
Asko Parpola,rrocher,exact_in_reply_to,1
Rolf Heinrich Koch,Дмитрий Комиссаров,thread_inferred,1
Rolf Koch,Frank Van Den Bossche,thread_inferred,1
Rolf Koch,Georg von Simson,thread_inferred,1
